frameId,xa_above,ya_above,xb_above,yb_above,xc_above,yc_above,xd_above,yd_above,xa_side,ya_side,xb_side,yb_side,xc_side,yc_side,xd_side,yd_side, event,video,swimmerId;
903,32.835434782608694,6.25,31.835434782608694,6.25,31.835434782608694,9.375,32.835434782608694,9.375,886,1600,872,1511,935,1573,949,1668,interpolated,right,2
904,32.794347826086955,6.25,31.794347826086955,6.25,31.794347826086955,9.375,32.794347826086955,9.375,885,1597,872,1508,935,1569,948,1664,interpolated,right,2
905,32.75326086956522,6.25,31.753260869565217,6.25,31.753260869565217,9.375,32.75326086956522,9.375,885,1593,871,1504,934,1565,948,1660,interpolated,right,2
906,32.71217391304348,6.25,31.71217391304348,6.25,31.71217391304348,9.375,32.71217391304348,9.375,884,1589,871,1500,933,1561,947,1657,interpolated,right,2
907,32.671086956521734,6.25,31.671086956521734,6.25,31.671086956521734,9.375,32.671086956521734,9.375,884,1586,870,1497,933,1557,947,1653,interpolated,right,2
908,32.629999999999995,6.25,31.629999999999995,6.25,31.629999999999995,9.375,32.629999999999995,9.375,883,1582,869,1493,932,1553,946,1649,interpolated,right,2
909,32.589375000000004,6.25,31.589375000000004,6.25,31.589375000000004,9.375,32.589375000000004,9.375,883,1579,869,1489,932,1549,945,1645,interpolated,right,2
910,32.54875,6.25,31.54875,6.25,31.54875,9.375,32.54875,9.375,882,1575,868,1485,931,1545,945,1641,interpolated,right,2
911,32.508125,6.25,31.508125,6.25,31.508125,9.375,32.508125,9.375,882,1571,868,1482,931,1541,944,1637,interpolated,right,2
912,32.4675,6.25,31.467499999999998,6.25,31.467499999999998,9.375,32.4675,9.375,881,1568,867,1478,930,1537,944,1634,interpolated,right,2
913,32.426874999999995,6.25,31.426875,6.25,31.426875,9.375,32.426874999999995,9.375,880,1564,867,1474,929,1533,943,1630,interpolated,right,2
914,32.386250000000004,6.25,31.38625,6.25,31.38625,9.375,32.386250000000004,9.375,880,1561,866,1471,929,1529,943,1626,interpolated,right,2
915,32.345625,6.25,31.345625,6.25,31.345625,9.375,32.345625,9.375,879,1557,865,1467,928,1525,942,1622,interpolated,right,2
916,32.305,6.25,31.305,6.25,31.305,9.375,32.305,9.375,879,1553,865,1463,928,1521,942,1618,interpolated,right,2
917,32.264375,6.25,31.264374999999998,6.25,31.264374999999998,9.375,32.264375,9.375,878,1550,864,1459,927,1517,941,1614,interpolated,right,2
918,32.223749999999995,6.25,31.22375,6.25,31.22375,9.375,32.223749999999995,9.375,878,1546,864,1456,927,1513,940,1610,interpolated,right,2
919,32.183125000000004,6.25,31.183125,6.25,31.183125,9.375,32.183125000000004,9.375,877,1543,863,1452,926,1509,940,1607,interpolated,right,2
920,32.1425,6.25,31.1425,6.25,31.1425,9.375,32.1425,9.375,877,1539,863,1448,925,1505,939,1603,interpolated,right,2
921,32.101875,6.25,31.101875,6.25,31.101875,9.375,32.101875,9.375,876,1535,862,1444,925,1501,939,1599,interpolated,right,2
922,32.06125,6.25,31.061249999999998,6.25,31.061249999999998,9.375,32.06125,9.375,875,1532,861,1441,924,1497,938,1595,interpolated,right,2
923,32.020624999999995,6.25,31.020625,6.25,31.020625,9.375,32.020624999999995,9.375,875,1528,861,1437,924,1493,938,1591,interpolated,right,2
924,31.98,6.25,30.98,6.25,30.98,9.375,31.98,9.375,874,1524,860,1433,923,1489,937,1587,interpolated,right,2
925,31.939375,6.25,30.939375,6.25,30.939375,9.375,31.939375,9.375,874,1521,860,1429,922,1485,937,1583,interpolated,right,2
926,31.89875,6.25,30.89875,6.25,30.89875,9.375,31.89875,9.375,873,1517,859,1425,922,1481,936,1579,interpolated,right,2
927,31.858124999999998,6.25,30.858124999999998,6.25,30.858124999999998,9.375,31.858124999999998,9.375,873,1513,858,1422,921,1477,935,1575,interpolated,right,2
928,31.8175,6.25,30.8175,6.25,30.8175,9.375,31.8175,9.375,872,1510,858,1418,921,1473,935,1571,cycle,right,2
929,31.776875,6.25,30.776875,6.25,30.776875,9.375,31.776875,9.375,871,1506,857,1414,920,1469,934,1568,interpolated,right,2
930,31.73625,6.25,30.73625,6.25,30.73625,9.375,31.73625,9.375,871,1502,857,1410,920,1465,934,1564,interpolated,right,2
931,31.695625,6.25,30.695625,6.25,30.695625,9.375,31.695625,9.375,870,1499,856,1406,919,1461,933,1560,interpolated,right,2
932,31.655,6.25,30.655,6.25,30.655,9.375,31.655,9.375,870,1495,856,1403,918,1456,933,1556,interpolated,right,2
933,31.614375,6.25,30.614375,6.25,30.614375,9.375,31.614375,9.375,869,1491,855,1399,918,1452,932,1552,interpolated,right,2
934,31.57375,6.25,30.57375,6.25,30.57375,9.375,31.57375,9.375,869,1488,854,1395,917,1448,931,1548,interpolated,right,2
935,31.533125,6.25,30.533125,6.25,30.533125,9.375,31.533125,9.375,868,1484,854,1391,917,1444,931,1544,interpolated,right,2
936,31.4925,6.25,30.4925,6.25,30.4925,9.375,31.4925,9.375,867,1480,853,1387,916,1440,930,1540,interpolated,right,2
937,31.451875,6.25,30.451875,6.25,30.451875,9.375,31.451875,9.375,867,1477,853,1383,915,1436,930,1536,interpolated,right,2
938,31.41125,6.25,30.41125,6.25,30.41125,9.375,31.41125,9.375,866,1473,852,1380,915,1432,929,1532,interpolated,right,2
939,31.370625,6.25,30.370625,6.25,30.370625,9.375,31.370625,9.375,866,1469,851,1376,914,1428,929,1528,interpolated,right,2
940,31.33,6.25,30.33,6.25,30.33,9.375,31.33,9.375,865,1465,851,1372,914,1423,928,1524,interpolated,right,2
941,31.289375,6.25,30.289375,6.25,30.289375,9.375,31.289375,9.375,865,1462,850,1368,913,1419,927,1520,interpolated,right,2
942,31.24875,6.25,30.24875,6.25,30.24875,9.375,31.24875,9.375,864,1458,850,1364,912,1415,927,1516,interpolated,right,2
943,31.208125,6.25,30.208125,6.25,30.208125,9.375,31.208125,9.375,863,1454,849,1360,912,1411,926,1512,interpolated,right,2
944,31.1675,6.25,30.1675,6.25,30.1675,9.375,31.1675,9.375,863,1450,848,1356,911,1407,926,1508,interpolated,right,2
945,31.126875,6.25,30.126875,6.25,30.126875,9.375,31.126875,9.375,862,1447,848,1352,911,1403,925,1504,interpolated,right,2
946,31.08625,6.25,30.08625,6.25,30.08625,9.375,31.08625,9.375,862,1443,847,1349,910,1398,925,1500,interpolated,right,2
947,31.045625,6.25,30.045625,6.25,30.045625,9.375,31.045625,9.375,861,1439,847,1345,909,1394,924,1496,interpolated,right,2
948,31.005,6.25,30.005,6.25,30.005,9.375,31.005,9.375,861,1435,846,1341,909,1390,923,1492,interpolated,right,2
949,30.964375,6.25,29.964375,6.25,29.964375,9.375,30.964375,9.375,860,1432,845,1337,908,1386,923,1488,interpolated,right,2
950,30.92375,6.25,29.92375,6.25,29.92375,9.375,30.92375,9.375,859,1428,845,1333,908,1381,922,1484,interpolated,right,2
951,30.883125,6.25,29.883125,6.25,29.883125,9.375,30.883125,9.375,859,1424,844,1329,907,1377,922,1479,interpolated,right,2
952,30.8425,6.25,29.8425,6.25,29.8425,9.375,30.8425,9.375,858,1420,844,1325,906,1373,921,1475,interpolated,right,2
953,30.801875,6.25,29.801875,6.25,29.801875,9.375,30.801875,9.375,858,1416,843,1321,906,1369,921,1471,interpolated,right,2
954,30.76125,6.25,29.76125,6.25,29.76125,9.375,30.76125,9.375,857,1413,842,1317,905,1365,920,1467,interpolated,right,2
955,30.720625,6.25,29.720625,6.25,29.720625,9.375,30.720625,9.375,856,1409,842,1313,905,1360,919,1463,interpolated,right,2
956,30.68,6.25,29.68,6.25,29.68,9.375,30.68,9.375,856,1405,841,1309,904,1356,919,1459,interpolated,right,2
957,30.638636363636362,6.25,29.638636363636362,6.25,29.638636363636362,9.375,30.638636363636362,9.375,855,1401,841,1305,903,1352,918,1455,interpolated,right,2
958,30.597272727272728,6.25,29.597272727272728,6.25,29.597272727272728,9.375,30.597272727272728,9.375,855,1397,840,1301,903,1347,918,1451,interpolated,right,2
959,30.55590909090909,6.25,29.55590909090909,6.25,29.55590909090909,9.375,30.55590909090909,9.375,854,1393,839,1297,902,1343,917,1446,interpolated,right,2
960,30.514545454545456,6.25,29.514545454545456,6.25,29.514545454545456,9.375,30.514545454545456,9.375,853,1389,839,1293,901,1339,916,1442,interpolated,right,2
961,30.473181818181818,6.25,29.473181818181818,6.25,29.473181818181818,9.375,30.473181818181818,9.375,853,1385,838,1289,901,1334,916,1438,interpolated,right,2
962,30.43181818181818,6.25,29.43181818181818,6.25,29.43181818181818,9.375,30.43181818181818,9.375,852,1382,837,1285,900,1330,915,1434,interpolated,right,2
963,30.390454545454546,6.25,29.390454545454546,6.25,29.390454545454546,9.375,30.390454545454546,9.375,852,1378,837,1281,900,1325,915,1430,interpolated,right,2
964,30.349090909090908,6.25,29.349090909090908,6.25,29.349090909090908,9.375,30.349090909090908,9.375,851,1374,836,1277,899,1321,914,1425,interpolated,right,2
965,30.307727272727274,6.25,29.307727272727274,6.25,29.307727272727274,9.375,30.307727272727274,9.375,850,1370,836,1273,898,1317,913,1421,interpolated,right,2
966,30.266363636363636,6.25,29.266363636363636,6.25,29.266363636363636,9.375,30.266363636363636,9.375,850,1366,835,1269,898,1312,913,1417,interpolated,right,2
967,30.224999999999998,6.25,29.224999999999998,6.25,29.224999999999998,9.375,30.224999999999998,9.375,849,1362,834,1265,897,1308,912,1413,interpolated,right,2
968,30.183636363636364,6.25,29.183636363636364,6.25,29.183636363636364,9.375,30.183636363636364,9.375,849,1358,834,1260,896,1303,911,1408,interpolated,right,2
969,30.142272727272726,6.25,29.142272727272726,6.25,29.142272727272726,9.375,30.142272727272726,9.375,848,1354,833,1256,896,1299,911,1404,interpolated,right,2
970,30.10090909090909,6.25,29.10090909090909,6.25,29.10090909090909,9.375,30.10090909090909,9.375,847,1350,832,1252,895,1294,910,1400,interpolated,right,2
971,30.059545454545454,6.25,29.059545454545454,6.25,29.059545454545454,9.375,30.059545454545454,9.375,847,1346,832,1248,895,1290,910,1396,interpolated,right,2
972,30.01818181818182,6.25,29.01818181818182,6.25,29.01818181818182,9.375,30.01818181818182,9.375,846,1342,831,1244,894,1286,909,1391,interpolated,right,2
973,29.97681818181818,6.25,28.97681818181818,6.25,28.97681818181818,9.375,29.97681818181818,9.375,846,1338,830,1240,893,1281,908,1387,interpolated,right,2
974,29.935454545454544,6.25,28.935454545454544,6.25,28.935454545454544,9.375,29.935454545454544,9.375,845,1334,830,1236,893,1277,908,1383,interpolated,right,2
975,29.89409090909091,6.25,28.89409090909091,6.25,28.89409090909091,9.375,29.89409090909091,9.375,844,1330,829,1232,892,1272,907,1378,interpolated,right,2
976,29.85272727272727,6.25,28.85272727272727,6.25,28.85272727272727,9.375,29.85272727272727,9.375,844,1326,829,1227,891,1268,907,1374,interpolated,right,2
977,29.811363636363637,6.25,28.811363636363637,6.25,28.811363636363637,9.375,29.811363636363637,9.375,843,1322,828,1223,891,1263,906,1370,cycle,right,2
978,29.77,6.25,28.77,6.25,28.77,9.375,29.77,9.375,843,1318,827,1219,890,1259,905,1365,interpolated,right,2
979,29.72863636363636,6.25,28.72863636363636,6.25,28.72863636363636,9.375,29.72863636363636,9.375,842,1314,827,1215,889,1254,905,1361,interpolated,right,2
980,29.687272727272727,6.25,28.687272727272727,6.25,28.687272727272727,9.375,29.687272727272727,9.375,841,1310,826,1211,889,1250,904,1357,interpolated,right,2
981,29.64590909090909,6.25,28.64590909090909,6.25,28.64590909090909,9.375,29.64590909090909,9.375,841,1306,825,1207,888,1245,903,1352,interpolated,right,2
982,29.604545454545455,6.25,28.604545454545455,6.25,28.604545454545455,9.375,29.604545454545455,9.375,840,1302,825,1202,887,1241,903,1348,interpolated,right,2
983,29.563181818181818,6.25,28.563181818181818,6.25,28.563181818181818,9.375,29.563181818181818,9.375,839,1298,824,1198,887,1236,902,1344,interpolated,right,2
984,29.52181818181818,6.25,28.52181818181818,6.25,28.52181818181818,9.375,29.52181818181818,9.375,839,1294,823,1194,886,1231,902,1339,interpolated,right,2
985,29.480454545454545,6.25,28.480454545454545,6.25,28.480454545454545,9.375,29.480454545454545,9.375,838,1290,823,1190,885,1227,901,1335,interpolated,right,2
986,29.439090909090908,6.25,28.439090909090908,6.25,28.439090909090908,9.375,29.439090909090908,9.375,838,1286,822,1186,885,1222,900,1331,interpolated,right,2
987,29.397727272727273,6.25,28.397727272727273,6.25,28.397727272727273,9.375,29.397727272727273,9.375,837,1282,821,1181,884,1218,900,1326,interpolated,right,2
988,29.356363636363636,6.25,28.356363636363636,6.25,28.356363636363636,9.375,29.356363636363636,9.375,836,1278,821,1177,883,1213,899,1322,interpolated,right,2
989,29.314999999999998,6.25,28.314999999999998,6.25,28.314999999999998,9.375,29.314999999999998,9.375,836,1273,820,1173,883,1209,898,1317,interpolated,right,2
990,29.273636363636363,6.25,28.273636363636363,6.25,28.273636363636363,9.375,29.273636363636363,9.375,835,1269,820,1169,882,1204,898,1313,interpolated,right,2
991,29.232272727272726,6.25,28.232272727272726,6.25,28.232272727272726,9.375,29.232272727272726,9.375,834,1265,819,1164,882,1199,897,1309,interpolated,right,2
992,29.19090909090909,6.25,28.19090909090909,6.25,28.19090909090909,9.375,29.19090909090909,9.375,834,1261,818,1160,881,1195,897,1304,interpolated,right,2
993,29.149545454545454,6.25,28.149545454545454,6.25,28.149545454545454,9.375,29.149545454545454,9.375,833,1257,818,1156,880,1190,896,1300,interpolated,right,2
994,29.10818181818182,6.25,28.10818181818182,6.25,28.10818181818182,9.375,29.10818181818182,9.375,832,1253,817,1152,880,1186,895,1295,interpolated,right,2
995,29.06681818181818,6.25,28.06681818181818,6.25,28.06681818181818,9.375,29.06681818181818,9.375,832,1249,816,1147,879,1181,895,1291,interpolated,right,2
996,29.025454545454544,6.25,28.025454545454544,6.25,28.025454545454544,9.375,29.025454545454544,9.375,831,1245,816,1143,878,1176,894,1286,interpolated,right,2
997,28.98409090909091,6.25,27.98409090909091,6.25,27.98409090909091,9.375,28.98409090909091,9.375,831,1241,815,1139,878,1172,893,1282,interpolated,right,2
998,28.94272727272727,6.25,27.94272727272727,6.25,27.94272727272727,9.375,28.94272727272727,9.375,830,1236,814,1134,877,1167,893,1277,interpolated,right,2
999,28.901363636363637,6.25,27.901363636363637,6.25,27.901363636363637,9.375,28.901363636363637,9.375,829,1232,814,1130,876,1162,892,1273,interpolated,right,2
1000,28.86,6.25,27.86,6.25,27.86,9.375,28.86,9.375,829,1228,813,1126,876,1158,891,1268,interpolated,right,2
1001,28.819,6.25,27.819,6.25,27.819,9.375,28.819,9.375,828,1224,812,1122,875,1153,891,1264,interpolated,right,2
1002,28.778,6.25,27.778,6.25,27.778,9.375,28.778,9.375,827,1220,812,1117,874,1148,890,1260,interpolated,right,2
1003,28.737,6.25,27.737,6.25,27.737,9.375,28.737,9.375,827,1216,811,1113,874,1144,889,1255,interpolated,right,2
1004,28.695999999999998,6.25,27.695999999999998,6.25,27.695999999999998,9.375,28.695999999999998,9.375,826,1212,810,1109,873,1139,889,1251,interpolated,right,2
1005,28.655,6.25,27.655,6.25,27.655,9.375,28.655,9.375,825,1208,810,1104,872,1134,888,1246,interpolated,right,2
1006,28.614,6.25,27.614,6.25,27.614,9.375,28.614,9.375,825,1203,809,1100,872,1130,888,1242,interpolated,right,2
1007,28.573,6.25,27.573,6.25,27.573,9.375,28.573,9.375,824,1199,808,1096,871,1125,887,1237,interpolated,right,2
1008,28.532,6.25,27.532,6.25,27.532,9.375,28.532,9.375,824,1195,808,1091,870,1120,886,1233,interpolated,right,2
1009,28.491,6.25,27.491,6.25,27.491,9.375,28.491,9.375,823,1191,807,1087,869,1116,886,1228,interpolated,right,2
1010,28.45,6.25,27.45,6.25,27.45,9.375,28.45,9.375,822,1187,806,1083,869,1111,885,1224,interpolated,right,2
1011,28.409,6.25,27.409,6.25,27.409,9.375,28.409,9.375,822,1183,806,1078,868,1106,884,1219,interpolated,right,2
1012,28.368,6.25,27.368,6.25,27.368,9.375,28.368,9.375,821,1178,805,1074,867,1102,884,1215,interpolated,right,2
1013,28.326999999999998,6.25,27.326999999999998,6.25,27.326999999999998,9.375,28.326999999999998,9.375,820,1174,804,1070,867,1097,883,1210,interpolated,right,2
1014,28.285999999999998,6.25,27.285999999999998,6.25,27.285999999999998,9.375,28.285999999999998,9.375,820,1170,804,1065,866,1092,882,1205,interpolated,right,2
1015,28.244999999999997,6.25,27.244999999999997,6.25,27.244999999999997,9.375,28.244999999999997,9.375,819,1166,803,1061,865,1087,882,1201,interpolated,right,2
1016,28.204,6.25,27.204,6.25,27.204,9.375,28.204,9.375,818,1161,802,1057,865,1083,881,1196,interpolated,right,2
1017,28.163,6.25,27.163,6.25,27.163,9.375,28.163,9.375,818,1157,802,1052,864,1078,880,1192,interpolated,right,2
1018,28.122,6.25,27.122,6.25,27.122,9.375,28.122,9.375,817,1153,801,1048,863,1073,880,1187,interpolated,right,2
1019,28.081,6.25,27.081,6.25,27.081,9.375,28.081,9.375,816,1149,800,1043,863,1068,879,1183,interpolated,right,2
1020,28.04,6.25,27.04,6.25,27.04,9.375,28.04,9.375,816,1145,800,1039,862,1063,878,1178,interpolated,right,2
1021,27.999,6.25,26.999,6.25,26.999,9.375,27.999,9.375,815,1140,799,1035,861,1059,878,1173,interpolated,right,2
1022,27.958,6.25,26.958,6.25,26.958,9.375,27.958,9.375,815,1136,798,1030,861,1054,877,1169,interpolated,right,2
1023,27.916999999999998,6.25,26.916999999999998,6.25,26.916999999999998,9.375,27.916999999999998,9.375,814,1132,798,1026,860,1049,876,1164,cycle,right,2
1024,27.875999999999998,6.25,26.875999999999998,6.25,26.875999999999998,9.375,27.875999999999998,9.375,813,1128,797,1021,859,1044,876,1159,interpolated,right,2
1025,27.835,6.25,26.835,6.25,26.835,9.375,27.835,9.375,813,1123,796,1017,859,1039,875,1155,interpolated,right,2
1026,27.794,6.25,26.794,6.25,26.794,9.375,27.794,9.375,812,1119,795,1012,858,1034,874,1150,interpolated,right,2
1027,27.753,6.25,26.753,6.25,26.753,9.375,27.753,9.375,811,1115,795,1008,857,1030,874,1146,interpolated,right,2
1028,27.712,6.25,26.712,6.25,26.712,9.375,27.712,9.375,811,1110,794,1004,856,1025,873,1141,interpolated,right,2
1029,27.671,6.25,26.671,6.25,26.671,9.375,27.671,9.375,810,1106,793,999,856,1020,872,1136,interpolated,right,2
1030,27.63,6.25,26.63,6.25,26.63,9.375,27.63,9.375,809,1102,793,995,855,1015,872,1132,interpolated,right,2
1031,27.589,6.25,26.589,6.25,26.589,9.375,27.589,9.375,809,1097,792,990,854,1010,871,1127,interpolated,right,2
1032,27.548,6.25,26.548,6.25,26.548,9.375,27.548,9.375,808,1093,791,986,854,1005,870,1122,interpolated,right,2
1033,27.506999999999998,6.25,26.506999999999998,6.25,26.506999999999998,9.375,27.506999999999998,9.375,807,1089,791,981,853,1000,870,1117,interpolated,right,2
1034,27.465999999999998,6.25,26.465999999999998,6.25,26.465999999999998,9.375,27.465999999999998,9.375,807,1085,790,977,852,995,869,1113,interpolated,right,2
1035,27.424999999999997,6.25,26.424999999999997,6.25,26.424999999999997,9.375,27.424999999999997,9.375,806,1080,789,972,852,991,868,1108,interpolated,right,2
1036,27.384,6.25,26.384,6.25,26.384,9.375,27.384,9.375,805,1076,789,968,851,986,868,1103,interpolated,right,2
1037,27.343,6.25,26.343,6.25,26.343,9.375,27.343,9.375,805,1071,788,963,850,981,867,1099,interpolated,right,2
1038,27.302,6.25,26.302,6.25,26.302,9.375,27.302,9.375,804,1067,787,959,849,976,866,1094,interpolated,right,2
1039,27.261,6.25,26.261,6.25,26.261,9.375,27.261,9.375,803,1063,786,954,849,971,866,1089,interpolated,right,2
1040,27.22,6.25,26.22,6.25,26.22,9.375,27.22,9.375,803,1058,786,950,848,966,865,1084,interpolated,right,2
1041,27.179,6.25,26.179,6.25,26.179,9.375,27.179,9.375,802,1054,785,945,847,961,864,1080,interpolated,right,2
1042,27.137999999999998,6.25,26.137999999999998,6.25,26.137999999999998,9.375,27.137999999999998,9.375,801,1050,784,940,847,956,864,1075,interpolated,right,2
1043,27.096999999999998,6.25,26.096999999999998,6.25,26.096999999999998,9.375,27.096999999999998,9.375,801,1045,784,936,846,951,863,1070,interpolated,right,2
1044,27.055999999999997,6.25,26.055999999999997,6.25,26.055999999999997,9.375,27.055999999999997,9.375,800,1041,783,931,845,946,862,1065,interpolated,right,2
1045,27.015,6.25,26.015,6.25,26.015,9.375,27.015,9.375,799,1036,782,927,844,941,862,1060,interpolated,right,2
1046,26.974,6.25,25.974,6.25,25.974,9.375,26.974,9.375,798,1032,782,922,844,936,861,1056,interpolated,right,2
1047,26.933,6.25,25.933,6.25,25.933,9.375,26.933,9.375,798,1028,781,917,843,931,860,1051,interpolated,right,2
1048,26.892,6.25,25.892,6.25,25.892,9.375,26.892,9.375,797,1023,780,913,842,926,860,1046,interpolated,right,2
1049,26.851,6.25,25.851,6.25,25.851,9.375,26.851,9.375,796,1019,779,908,842,921,859,1041,interpolated,right,2
1050,26.81,6.25,25.81,6.25,25.81,9.375,26.81,9.375,796,1014,779,904,841,916,858,1036,interpolated,right,2
